	artist	fans	rank	2015_shows	2014_shows	2013_shows	2012_shows	2011_shows	miles	all_shows	familiarity	hotttnesss	bon_2015	ult_2015	sxs_2015	coa_2015	han_2015	sas_2015	gba_2015	acl_2015	noi_2015	bea_2015	reggae	latin	classical	country	jazz	punk	electro house	pop	r&b	hip hop	rock	world	metal	blues	folk	bon_counts	ult_counts	acl_counts	han_counts	gba_counts	sas_counts	coa_counts	sxs_counts	bea_counts	noi_counts	genre_pick
/artists/282481-markus-schulz	Markus Schulz	39872.0	2535.0	50.0	69.0	67.0	61.0	44.0	947181.0	429.0	0.695098	0.60033	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2	0	0	0	0	0	0	0	0	6
/artists/219937-benny-benassi	Benny Benassi	255496.0	329.0	69.0	76.0	52.0	78.0	71.0	800535.0	474.0	0.698299	0.785625	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2	0	0	0	0	2	0	0	0	6
/artists/587074-lanterns-on-the-lake	Lanterns on the Lake	10259.0	7618.0	6.0	38.0	29.0	36.0	40.0	43271.0	160.0	0.46919	0.529848	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1	0	0	0
/artists/453610-cold-war-kids	Cold War Kids	283214.0	269.0	82.0	34.0	107.0	19.0	116.0	674509.0	754.0	0.667898	0.793874	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.166666666667	0.0	0.0	0.5	0.0	0.0	0.0	0.333333333333	1	0	1	0	1	2	1	1	0	0	10
/artists/256752-laidback-luke	Laidback Luke	78869.0	1352.0	65.0	70.0	85.0	100.0	84.0	1140556.0	703.0	0.672837	0.639156	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2	0	0	0	1	1	0	0	0	6
/artists/2560021-oliver	OLIVER	23334.0	3989.0	6.0	21.0	55.0	33.0	3.0	190800.0	132.0	0.596552	0.591972	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0
/artists/567465-she-keeps-bees	She Keeps Bees	7727.0	9339.0	32.0	67.0	20.0	42.0	86.0	150997.0	359.0	0.475028	0.546517	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1	0	0	0
/artists/408780-devendra-banhart	Devendra Banhart	127722.0	805.0	3.0	14.0	77.0	8.0	13.0	418039.0	328.0	0.688983	0.655971	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.15	0.0	0.0	0.0	0.5	0	0	1	0	1	1	0	0	0	0	14
/artists/389114-third-eye-blind	Third Eye Blind	248708.0	338.0	83.0	25.0	47.0	34.0	40.0	431494.0	503.0	0.720789	0.627219	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.333333333333	0.0	0.0	0.444444444444	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1	1	0	10
/artists/5335538-palma-violets	Palma Violets	32447.0	3013.0	97.0	23.0	148.0	40.0	0.0	240184.0	290.0	0.546463	0.599579	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1	1	0	0	7
/artists/80124-jovanotti	Jovanotti	32598.0	3000.0	33.0	3.0	29.0	46.0	63.0	131399.0	203.0	0.600599	0.81876	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	0	0	0	7
/artists/348524-heavy	The Heavy	93032.0	1130.0	2.0	4.0	90.0	54.0	11.0	348251.0	355.0	0.541579	0.619221	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.25	0.0	0.25	0.0	0.0	0.25	0.0	0	0	0	0	0	1	0	2	0	0	5
/artists/118548-lp	L.P.	26185.0	3604.0	0.0	8.0	9.0	20.0	1.0	70581.0	47.0	0.539027	0.617278	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	0	0	0	0	0	0	0	0
/artists/1893734-sharon-van-etten	Sharon Van Etten	77110.0	1383.0	30.0	77.0	30.0	113.0	69.0	346012.0	486.0	0.609645	0.607999	0	0	0	0	0	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1	0	0	0	0	1	0	2	0	0	14
/artists/823245-marcus-foster	Marcus Foster	8993.0	8396.0	0.0	1.0	34.0	74.0	81.0	98985.0	254.0	0.404989	0.541399	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	1	0	0	14
/artists/1209137-owl-eyes	Owl Eyes	16089.0	5430.0	3.0	5.0	14.0	25.0	27.0	138465.0	77.0	0.481707	0.588232	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1	0	0	10
/artists/466630-8ball-and-mjg	8ball & MJG	15097.0	5688.0	7.0	6.0	9.0	3.0	5.0	20815.0	35.0	0.58027	0.543878	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0909090909091	0.818181818182	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	1	0	9
/artists/437828-black-milk	Black Milk	20416.0	4472.0	58.0	28.0	38.0	19.0	32.0	218394.0	223.0	0.627745	0.619919	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.75	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	2	0	0	9
/artists/512389-fishbone	Fishbone	20724.0	4423.0	72.0	83.0	38.0	152.0	137.0	1426313.0	2196.0	0.550641	0.505941	0	0	0	0	0	0	0	0	0	0	0.166666666667	0.0	0.0	0.0	0.0	0.0833333333333	0.0	0.0	0.25	0.0833333333333	0.25	0.0	0.166666666667	0.0	0.0	0	0	0	0	0	0	1	0	0	0	8
/artists/480107-ben-sollee	Ben Sollee	16904.0	5220.0	38.0	32.0	45.0	52.0	67.0	208485.0	358.0	0.495716	0.598536	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5	0	0	0	0	0	0	0	1	0	0	11
/artists/37109-black	Black	20676.0	4433.0	15.0	8.0	26.0	42.0	54.0	528734.0	275.0	0.659277	0.563415	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.142857142857	0.142857142857	0.0	0.0	0.428571428571	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	2	0	0	10
/artists/203876-alison-krauss	Alison Krauss	88630.0	1193.0	18.0	40.0	3.0	41.0	72.0	227274.0	540.0	0.70059	0.613784	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	1	0	0	0	0	0	1	0	3
/artists/4673933-frank-ocean	Frank Ocean	378184.0	164.0	0.0	2.0	21.0	25.0	8.0	88641.0	56.0	0.657641	0.808447	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.166666666667	0.333333333333	0.5	0.0	0.0	0.0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	9
/artists/258548-colbie-caillat	Colbie Caillat	332578.0	209.0	42.0	29.0	19.0	52.0	67.0	319442.0	470.0	0.691321	0.65643	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.545454545455	0.0	0.0	0.181818181818	0.0	0.0	0.0	0.272727272727	0	0	0	0	0	0	0	0	1	0	7
/artists/8350148-ryn-weaver	Ryn Weaver	14781.0	5784.0	50.0	3.0	0.0	0.0	0.0	31942.0	37.0	0.513358	0.750776	1	0	0	1	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	6
/artists/3894886-maceo-plex	Maceo Plex	23335.0	3991.0	33.0	35.0	31.0	30.0	11.0	240137.0	138.0	0.579231	0.588249	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	6
/artists/862838-atoms-for-peace	Atoms For Peace	46779.0	2218.0	0.0	0.0	39.0	1.0	0.0	69520.0	52.0	0.530993	0.541025	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	0	0	0	1	0	0	0	7
/artists/196553-seasick-steve	Seasick Steve	46076.0	2256.0	38.0	23.0	31.0	12.0	34.0	210497.0	282.0	0.590431	0.603829	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0769230769231	0.0	0.0769230769231	0.0	0.0	0.0	0.0	0.0769230769231	0.0	0.0	0.769230769231	0.0	1	0	0	0	0	0	0	0	0	0	13
/artists/419992-slow-club	Slow Club	49869.0	2107.0	28.0	57.0	21.0	80.0	45.0	230259.0	434.0	0.545206	0.580975	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.363636363636	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.545454545455	0	0	0	0	0	0	0	1	0	0	14
/artists/537844-robyn	Robyn	243277.0	349.0	1.0	18.0	2.0	35.0	93.0	350599.0	327.0	0.722029	0.683281	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.777777777778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0	0	1	1	0	0	0	7
/artists/3662736-love-inks	Love Inks	7213.0	9773.0	0.0	22.0	8.0	17.0	78.0	52250.0	126.0	0.365828	0.518271	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1	0	0	7
/artists/434538-new-order	New Order	235964.0	374.0	14.0	11.0	18.0	46.0	6.0	534081.0	579.0	0.787922	0.812626	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.142857142857	0.142857142857	0.285714285714	0.0	0.0	0.428571428571	0.0	0.0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	10
/artists/413387-quilt	Quilt	8659.0	8616.0	27.0	88.0	22.0	50.0	5.0	81272.0	183.0	0.443286	0.545217	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	1	0	0	14
/artists/565974-laura-marling	Laura Marling	128822.0	795.0	51.0	2.0	74.0	70.0	67.0	422831.0	505.0	0.680081	0.596965	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	1	0	0	0	0	1	1	0	0	0	14
/artists/459465-elliott-brood	Elliott Brood	8893.0	8462.0	87.0	49.0	78.0	82.0	74.0	302942.0	473.0	0.416443	0.50904	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0	11
/artists/387759-antlers	The Antlers	111031.0	922.0	32.0	51.0	9.0	52.0	99.0	373241.0	485.0	0.608342	0.604485	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0714285714286	0.5	0.0	0.0	0.142857142857	0.0	0.0	0.0	0.285714285714	1	0	1	0	0	1	0	1	0	0	7
/artists/315347-eric-prydz	Eric Prydz	151726.0	659.0	41.0	46.0	48.0	49.0	14.0	284320.0	281.0	0.712966	0.75232	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	3	0	0	0	0	1	0	0	0	6
/artists/4294851-kurt-vile	Kurt Vile	88859.0	1188.0	49.0	66.0	120.0	33.0	131.0	381797.0	535.0	0.611505	0.80408	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0769230769231	0.461538461538	0.0	0.0	0.230769230769	0.0	0.0	0.0	0.230769230769	0	0	1	0	1	1	1	0	0	0	7
/artists/132348-john-fogerty	John Fogerty	48124.0	2168.0	42.0	48.0	33.0	42.0	29.0	396789.0	383.0	0.666764	0.616736	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0588235294118	0.0	0.0	0.0	0.0	0.0	0.0	0.705882352941	0.0	0.0	0.0588235294118	0.176470588235	1	0	0	0	0	0	0	0	0	0	10
/artists/4774213-iggy-azalea	Iggy Azalea	237182.0	369.0	35.0	61.0	49.0	45.0	2.0	211731.0	192.0	0.67093	0.781241	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0	0	1	0	0	0	0	0	0	0	7
/artists/393244-silversun-pickups	Silversun Pickups	199402.0	464.0	15.0	2.0	49.0	73.0	1.0	397487.0	593.0	0.671742	0.768813	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0714285714286	0.5	0.0	0.0	0.428571428571	0.0	0.0	0.0	0.0	0	0	2	0	0	1	0	0	0	0	7
/artists/3976856-years-and-years	Years & Years	53855.0	1981.0	101.0	27.0	4.0	1.0	8.0	86566.0	123.0	0.454587	0.506854	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0
/artists/111365-jack-johnson	Jack Johnson	616309.0	62.0	1.0	51.0	44.0	10.0	31.0	501961.0	414.0	0.723496	0.770844	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.333333333333	0	0	0	1	0	0	0	0	0	0	7
/artists/424591-chikita-violenta	Chikita Violenta	10960.0	7264.0	0.0	0.0	0.0	1.0	5.0	18285.0	41.0	0.397004	0.486463	0	0	0	0	0	0	0	0	0	0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1	0	0	1
/artists/4744-dillinger-escape-plan	The Dillinger Escape Plan	39270.0	2571.0	24.0	56.0	106.0	24.0	93.0	582341.0	745.0	0.706247	0.600942	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	0	0	0	1	0	0	0	12
/artists/1948387-lydia	Lydia	22092.0	4190.0	62.0	43.0	47.0	59.0	28.0	261087.0	400.0	0.554319	0.80759	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.2	0.0	0.0	0.2	0.0	0.2	0.0	0.0	0	0	0	0	0	0	0	0	0	0	5
/artists/183162-buddy-guy	Buddy Guy	62257.0	1722.0	106.0	133.0	124.0	112.0	106.0	868799.0	1011.0	0.725726	0.764524	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.047619047619	0.047619047619	0.0	0.0	0.0	0.047619047619	0.0	0.0952380952381	0.0	0.0	0.761904761905	0.0	0	0	0	0	0	0	0	0	1	0	13
/artists/5040313-wildcat-wildcat	Wildcat Wildcat	11431.0	7028.0	0.0	39.0	55.0	27.0	0.0	40380.0	121.0	0.263464	0.51978	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1	0	0	0
/artists/61270-eric-church	Eric Church	174431.0	558.0	72.0	70.0	47.0	128.0	119.0	370189.0	742.0	0.681851	0.803365	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	0	0	0	0	0	0	0	3
/artists/388350-moving-units	Moving Units	11629.0	6931.0	21.0	32.0	14.0	6.0	2.0	101331.0	123.0	0.515804	0.492208	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.555555555556	0.222222222222	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1	1	0	0	6
/artists/4030766-icona-pop	Icona Pop	223024.0	400.0	11.0	89.0	126.0	59.0	15.0	350197.0	302.0	0.604751	0.841434	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1	1	0	1	0	0	0	0	0	7
/artists/322017-tim-armstrong	Tim Armstrong	10092.0	7697.0	1.0	0.0	0.0	2.0	0.0	1073.0	4.0	0.565918	0.548541	0	0	0	0	0	0	0	0	0	0	0.666666666667	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1	0	0	0	0
/artists/366084-real-tuesday-weld	The Real Tuesday Weld	21040.0	4357.0	2.0	2.0	3.0	8.0	8.0	29149.0	51.0	0.445918	0.493618	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0	0	0	0	0	0	0	1	0	0	5
/artists/235557-say-anything	Say Anything	93799.0	1121.0	31.0	77.0	32.0	70.0	1.0	321852.0	567.0	0.682252	0.574294	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1	0	0	5
/artists/396628-apparat	Apparat	62334.0	1718.0	19.0	1.0	33.0	54.0	61.0	324922.0	281.0	0.61361	0.564638	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	1	0	0	6
/artists/214684-tenacious-d	Tenacious D	198423.0	467.0	22.0	9.0	40.0	50.0	8.0	361913.0	313.0	0.740214	0.629192	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0625	0.5	0.0	0.3125	0.0	0.0	1	0	0	0	0	1	0	0	0	0	10
/artists/192555-tegan-and-sara	Tegan and Sara	267293.0	301.0	0.0	82.0	132.0	53.0	9.0	721364.0	1036.0	0.687188	0.640684	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.1	0.1	0.0	0.0	0.3	0	0	1	1	0	1	1	0	0	0	7
/artists/5313478-ms-mr	MS MR	96449.0	1088.0	63.0	47.0	124.0	47.0	0.0	251104.0	264.0	0.565153	0.616027	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	1	0	1	0	1	1	1	0	7
/artists/182957-godspeed-you-black-emperor	Godspeed You! Black Emperor	53329.0	1991.0	74.0	6.0	50.0	43.0	51.0	254170.0	428.0	0.702907	0.594821	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1	0	0	0	10
/artists/397506-kirk-whalum	Kirk Whalum	9820.0	7881.0	5.0	16.0	32.0	15.0	15.0	130620.0	105.0	0.57298	0.567466	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	1	0	4
/artists/2422131-esben-and-the-witch	Esben and the Witch	10248.0	7625.0	9.0	42.0	65.0	4.0	88.0	129534.0	300.0	0.477187	0.541393	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1	0	0	6
/artists/370668-my-brightest-diamond	My Brightest Diamond	32384.0	3017.0	19.0	56.0	8.0	42.0	42.0	405253.0	437.0	0.574106	0.547658	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0	0	1	0	0	0	0	0	0	0	14
/artists/3741276-james-bay	James Bay	69701.0	1550.0	116.0	48.0	46.0	1.0	2.0	164086.0	192.0	0.592	0.901058	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0
/artists/156175-morgan-page	Morgan Page	49508.0	2122.0	63.0	76.0	79.0	82.0	59.0	472551.0	398.0	0.60569	0.663236	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1	0	0	0	6
/artists/3275601-damian-jr-gong-marley	Damian 'Jr Gong' Marley	123512.0	833.0	46.0	12.0	17.0	9.0	27.0	332456.0	392.0	0.678797	0.637055	0	0	0	0	1	0	0	0	0	0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	1	0	0	0	0	0	0
/artists/60311-thermals	The Thermals	35784.0	2776.0	7.0	14.0	87.0	13.0	83.0	368982.0	544.0	0.602506	0.567046	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0	7
/artists/542722-jeff-beck	Jeff Beck	74866.0	1423.0	31.0	68.0	22.0	3.0	65.0	435004.0	429.0	0.737562	0.613511	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.166666666667	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0833333333333	0.25	0.0	1	0	0	0	0	0	0	0	1	0	10
/artists/249597-bruce-hornsby	Bruce Hornsby	33347.0	2944.0	34.0	51.0	45.0	62.0	55.0	225570.0	358.0	0.645614	0.592947	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0769230769231	0.0	0.0	0.538461538462	0.0	0.0	0.0769230769231	0.307692307692	1	0	0	0	0	0	0	0	0	0	10
/artists/569193-bear-hands	Bear Hands	34258.0	2885.0	9.0	129.0	11.0	59.0	101.0	208262.0	474.0	0.496788	0.610661	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1	2	0	1	7
/artists/1528099-carnage	Carnage	29794.0	3242.0	102.0	124.0	95.0	19.0	13.0	639747.0	363.0	0.569297	0.729833	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	12
/artists/137427-animal-collective	Animal Collective	213028.0	430.0	0.0	3.0	68.0	42.0	33.0	520375.0	610.0	0.736204	0.61122	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.25	0.0	0.0	0.0	0.25	1	0	0	0	1	0	1	0	0	0	7
/artists/276806-hold-steady	The Hold Steady	60414.0	1773.0	1.0	94.0	13.0	36.0	48.0	489825.0	674.0	0.640461	0.558418	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0	7
/artists/2496216-class-actress	Class Actress	25604.0	3687.0	3.0	0.0	1.0	79.0	73.0	148836.0	260.0	0.515505	0.620874	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	2	0	1	7
/artists/2981826-shabazz-palaces	Shabazz Palaces	31325.0	3095.0	57.0	65.0	59.0	101.0	46.0	317115.0	335.0	0.508054	0.559138	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	2	0	1	0	0	9
/artists/3617-radio-dept	The Radio Dept.	60417.0	1774.0	0.0	0.0	4.0	5.0	47.0	183322.0	130.0	0.618858	0.582822	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.166666666667	0.666666666667	0.0	0.0	0.166666666667	0.0	0.0	0.0	0.0	0	0	0	0	0	1	1	0	0	0	7
/artists/7122214-panama-wedding	Panama Wedding	11937.0	6808.0	17.0	43.0	6.0	0.0	0.0	37859.0	59.0	0.45352	0.588593	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1	0	0	0
/artists/2353203-other-lives	Other Lives	45911.0	2263.0	58.0	6.0	0.0	120.0	122.0	199498.0	352.0	0.563125	0.593685	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0	0	0	0	0	1	1	0	0	0	7
/artists/934621-hanni-el-khatib	Hanni El Khatib	22900.0	4051.0	49.0	3.0	89.0	68.0	76.0	233143.0	298.0	0.532092	0.613876	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1	1	0	0	10
