	bon_2015	ult_2015	sxs_2015	coa_2015	han_2015	sas_2015	gba_2015	acl_2015	noi_2015	bea_2015	artist	fans
/artists/3824306-parquet-courts	0	0	0	1	0	0	0	0	0	0	Parquet Courts	30374.0
/artists/5526408-george-ezra	0	0	0	1	0	0	0	1	0	0	George Ezra	102580.0
/artists/3117626-avicii	0	0	0	0	0	0	0	0	0	0	Avicii	669939.0
/artists/370226-grace-jones	0	0	0	0	0	0	0	0	0	0	Grace Jones	56198.0
/artists/88334-drop-the-lime	0	0	0	0	0	0	0	0	0	0	Drop The Lime	12996.0
/artists/3220121-soft-moon	0	0	0	0	0	0	0	0	0	0	The Soft Moon	17812.0
/artists/377326-widespread-panic	0	0	0	0	0	0	0	0	0	0	Widespread Panic	41232.0
/artists/394864-neil-young-and-crazy-horse	0	0	0	0	0	0	0	0	0	0	Neil Young & Crazy Horse	61397.0
/artists/1101026-nari-and-milani	0	0	0	0	0	0	0	0	0	0	Nari & Milani	27319.0
/artists/800970-twelves	0	0	0	0	0	0	0	0	0	0	The Twelves	11791.0
/artists/4743753-alison-krauss-and-union-station	0	0	0	0	0	0	0	0	0	0	Alison Krauss and Union Station	43642.0
/artists/583124-nick-swardson	0	0	0	0	0	0	0	0	0	0	Nick Swardson	7574.0
/artists/524956-mutemath	0	0	0	0	0	0	0	0	0	0	MuteMath	103400.0
/artists/3570191-delta-rae	0	0	0	0	0	0	0	0	0	0	Delta Rae	20527.0
/artists/1966717-thomas-gold	0	0	0	0	0	0	0	0	0	0	Thomas Gold	34819.0
/artists/36137-slayer	1	0	0	0	0	0	0	0	0	0	Slayer	115719.0
/artists/82547-calvin-harris	0	0	0	0	0	0	0	0	0	0	Calvin Harris	784422.0
/artists/84879-iration	0	0	0	0	1	0	0	0	0	0	Iration	42921.0
/artists/3692966-j-roddy-walston-and-the-business	0	0	0	0	1	0	1	0	0	0	J Roddy Walston & the Business	23512.0
/artists/714599-fred-falke	0	0	0	0	0	0	0	0	0	0	Fred Falke	13926.0
/artists/4428188-dizzy-wright	0	0	0	0	0	0	0	0	0	0	Dizzy Wright	20710.0
/artists/323763-franz-ferdinand	0	0	0	0	0	0	0	0	0	0	Franz Ferdinand	445163.0
/artists/484672-typhoon	0	0	0	0	0	0	0	0	0	0	Typhoon	21851.0
/artists/3016256-gypsy-and-the-cat	0	0	0	0	0	0	0	0	0	0	Gypsy and the Cat	36852.0
/artists/1055577-jonathan-wilson	0	0	0	0	0	0	0	0	0	0	Jonathan Wilson	13743.0
/artists/309236-gary-clark-jr	1	0	0	0	0	0	0	1	0	0	Gary Clark Jr.	80564.0
/artists/2390500-generationals	0	0	0	0	0	0	0	0	0	0	Generationals	62958.0
/artists/674371-kina-grannis	0	0	0	0	0	0	0	0	0	0	Kina Grannis	41018.0
/artists/176566-specials	0	0	0	0	0	0	0	0	0	0	The Specials	105029.0
/artists/471004-wax	0	0	0	0	0	0	0	0	0	0	Wax	20178.0
/artists/5502993-baauer	0	0	0	0	0	0	0	0	0	0	Baauer	100416.0
/artists/306316-black-stone-cherry	0	0	0	0	0	0	0	0	0	1	Black Stone Cherry	47155.0
/artists/296988-billy-joel	1	0	0	0	0	0	0	0	0	0	Billy Joel	367108.0
/artists/235779-sia	0	0	0	0	0	0	0	0	0	0	Sia	394258.0
/artists/127596-paramore	0	0	0	0	1	0	0	0	0	0	Paramore	676535.0
/artists/318399-abigail-washburn	1	0	0	0	0	0	0	0	0	0	Abigail Washburn	7647.0
/artists/57168-destroyer	0	0	0	0	0	0	0	0	0	0	Destroyer	55819.0
/artists/833467-elle-king	0	0	0	0	1	0	0	0	0	0	Elle King	14986.0
/artists/53929-gotye	0	0	0	0	0	0	0	0	0	0	Gotye	538859.0
/artists/1835761-polock	0	0	0	0	0	0	0	0	0	0	Polock	7022.0
/artists/1038682-cirez-d	0	0	0	0	0	0	0	0	0	0	Cirez D	10714.0
/artists/17497-hooray-for-earth	0	0	0	0	0	0	0	0	0	0	Hooray For Earth	23374.0
/artists/3684861-chk-chk-chk	0	0	0	0	0	0	0	0	0	0	!!! (Chk Chk Chk)	39168.0
/artists/96521-public-image-ltd	0	0	0	0	0	0	0	0	0	0	Public Image Ltd.	38898.0
/artists/444201-whitest-boy-alive	0	0	0	0	0	0	0	0	0	0	The Whitest Boy Alive	103337.0
/artists/206412-at-the-drivein	0	0	0	0	0	0	0	0	0	0	At the Drive-In	57291.0
/artists/5384868-moon-boots	0	0	0	0	0	0	0	0	0	0	Moon Boots	10269.0
/artists/535100-mike-birbiglia	0	0	0	0	0	0	0	0	0	0	Mike Birbiglia	8309.0
/artists/1166025-fake-blood	0	0	0	0	0	0	0	0	0	0	Fake Blood	39801.0
/artists/2490236-gemini-club	0	0	0	0	0	0	0	0	0	0	Gemini Club	10406.0
/artists/2439856-nas-and-damian-marley	0	0	0	0	0	0	0	0	0	0	Nas & Damian Marley	38209.0
/artists/6188789-east-india-youth	0	0	0	0	0	0	0	0	0	0	East India Youth	8258.0
/artists/5435428-matthew-e-white	0	0	0	0	0	0	0	0	0	0	Matthew E. White	11655.0
/artists/190529-jason-isbell-and-the-400-unit	0	0	0	0	0	0	0	0	0	0	Jason Isbell & The 400 Unit	12553.0
/artists/182967-as-tall-as-lions	0	0	0	0	0	0	0	0	0	0	As Tall As Lions	22332.0
/artists/383837-secret-handshake	0	0	0	0	0	0	0	0	0	0	The Secret Handshake	25618.0
/artists/2039700-river-city-extension	0	0	0	0	0	0	0	0	0	0	River City Extension	8813.0
/artists/1173280-classixx	0	0	0	0	0	0	0	0	0	0	Classixx	43926.0
/artists/102458-krafty-kuts	0	0	0	0	0	0	0	0	0	0	Krafty Kuts	10597.0
/artists/2391999-street-sweeper-social-club	0	0	0	0	0	0	0	0	0	0	Street Sweeper Social Club	7900.0
/artists/25361-adam-green	0	0	0	0	0	0	0	0	0	0	Adam Green	23937.0
/artists/7738429-kygo	0	0	0	1	0	0	0	0	0	0	Kygo	73748.0
/artists/1990542-kongos	0	0	0	0	0	0	0	0	0	0	KONGOS	54035.0
/artists/1306668-darwin-deez	0	0	0	0	0	0	0	0	0	0	Darwin Deez	67446.0
/artists/1171320-jenny-o	0	0	0	0	0	0	0	0	0	0	Jenny O	12706.0
/artists/443460-black-angels	0	0	0	0	0	0	0	0	0	0	The Black Angels	55683.0
/artists/271609-orbital	0	0	0	0	0	0	0	0	0	0	Orbital	69244.0
/artists/4186126-milk-carton-kids	0	0	0	0	0	0	0	0	0	0	The Milk Carton Kids	18106.0
/artists/20029-do	1	0	0	0	0	0	0	0	0	0	The Dø	50601.0
/artists/53462-nero	0	0	0	1	0	0	0	1	0	0	NERO	321409.0
/artists/125471-dragonette	0	0	0	0	0	0	0	0	0	0	Dragonette	73406.0
/artists/8227518-nate-ruess	0	0	0	0	0	0	0	1	0	0	Nate Ruess	19190.0
/artists/137863-health	0	0	0	0	0	0	0	0	0	0	HEALTH	37649.0
/artists/235381-school-of-rock	0	0	0	0	0	0	0	0	0	0	School Of Rock	7701.0
/artists/6602219-antibalas	0	0	0	0	0	0	0	0	0	0	Antibalas	11971.0
/artists/720135-jes	0	0	0	0	0	0	0	0	0	0	JES	16187.0
/artists/186937-poolside	0	0	0	0	0	0	0	0	0	0	Poolside	32646.0
/artists/260805-porcupine-tree	0	0	0	0	0	0	0	0	0	0	Porcupine Tree	61739.0
/artists/306583-four-tet	0	0	0	0	0	0	0	0	0	0	Four Tet	108641.0
/artists/370392-atb	0	0	0	0	0	0	0	0	0	0	ATB	96661.0
/artists/256120-los-lonely-boys	0	0	0	0	0	0	0	0	0	0	Los Lonely Boys	50005.0
/artists/334085-les-claypool	0	0	0	0	0	0	0	0	0	0	Les Claypool	14717.0
/artists/3469621-drew-holcomb-and-the-neighbors	0	0	0	0	0	0	0	1	0	0	Drew Holcomb & the Neighbors	14433.0
/artists/334506-dave-matthews-band	0	0	0	0	0	0	0	0	0	0	Dave Matthews Band	379129.0
/artists/166590-jolie-holland	0	0	0	0	0	0	0	0	0	0	Jolie Holland	14152.0
/artists/240231-xavier-rudd	0	0	0	0	1	0	0	0	0	0	Xavier Rudd	55324.0
/artists/974883-parlor-mob	0	0	0	0	0	0	0	0	0	0	The Parlor Mob	18602.0
/artists/152066-killer-mike	0	0	0	0	0	0	0	0	0	0	Killer Mike	36023.0
/artists/6846999-run-the-jewels	1	0	0	1	0	1	0	1	0	0	Run The Jewels	36121.0
/artists/244669-deadmau5	1	0	0	0	0	0	1	1	0	0	Deadmau5	526813.0
/artists/269319-felix-da-housecat	0	0	0	0	0	0	0	0	0	0	Felix da Housecat	51063.0
/artists/288310-los-lobos	0	0	0	0	0	0	0	0	0	0	Los Lobos	65101.0
/artists/22233-born-ruffians	0	0	0	0	0	0	0	0	0	0	Born Ruffians	50747.0
/artists/367358-kos	0	0	0	0	0	0	0	0	0	0	K-Os	51416.0
/artists/2020794-off	0	0	0	1	0	0	0	0	0	0	Off!	14595.0
/artists/556496-eagles	0	0	0	0	0	0	0	0	0	0	Eagles	400527.0
/artists/275326-talvin-singh	0	0	0	0	0	0	0	0	0	0	Talvin Singh	12941.0
/artists/1013305-passion-pit	0	0	0	0	0	0	0	0	0	0	Passion Pit	509217.0
/artists/2296471-django-django	0	0	0	0	0	0	0	0	0	0	Django Django	94036.0
/artists/2329001-solomun	0	0	0	0	0	0	0	0	0	0	Solomun	16261.0
/artists/462490-underworld	0	0	0	0	0	0	0	0	0	0	Underworld	133305.0
/artists/342005-sea-wolf	0	0	0	0	0	0	0	0	0	0	Sea Wolf	79807.0
/artists/2444656-mount-kimbie	0	0	0	0	0	0	0	0	0	0	Mount Kimbie	56244.0
/artists/1991276-jeff-the-brotherhood	0	0	0	0	0	0	0	0	0	0	JEFF the Brotherhood	23456.0
/artists/555212-zed-bias	0	0	0	0	0	0	0	0	0	0	Zed Bias	9203.0
/artists/594011-paloma-faith	0	0	0	0	0	0	0	0	0	0	Paloma Faith	112610.0
/artists/6018139-odesza	1	1	0	1	1	1	1	0	0	0	ODESZA	78586.0
/artists/164266-daryl-hall	0	0	0	0	0	0	0	0	0	0	Daryl Hall	11833.0
/artists/4914648-john-newman	0	0	0	0	0	0	0	0	0	0	John Newman	152824.0
/artists/347077-bring-me-the-horizon	0	0	0	0	0	0	0	0	0	0	Bring Me The Horizon	198037.0
/artists/314096-amp-live	0	0	0	0	0	0	0	0	0	0	Amp Live	8311.0
/artists/365563-bouncing-souls	0	0	0	0	0	0	0	0	0	0	Bouncing Souls	43123.0
/artists/3347901-catfish-and-the-bottlemen	1	0	0	0	0	0	0	0	0	0	Catfish and the Bottlemen	31584.0
/artists/445870-ceremony	0	0	0	0	0	0	0	0	0	0	Ceremony	10667.0
/artists/1891906-titus-andronicus	0	0	0	0	0	0	0	0	0	0	Titus Andronicus	32687.0
/artists/126812-jimmie-vaughan	0	0	0	0	0	0	0	0	0	0	Jimmie Vaughan	8725.0
/artists/449941-peter-murphy	0	0	0	0	0	0	0	0	0	0	Peter Murphy	26282.0
/artists/201667-daughter	0	0	0	0	0	0	0	1	0	0	Daughter	159605.0
/artists/286113-ben-klock	0	0	0	1	0	0	0	0	0	0	Ben Klock	7609.0
/artists/699087-magician	0	0	0	0	0	0	0	0	0	0	The Magician	19146.0
/artists/564105-rufus-wainwright	0	0	0	0	0	0	0	0	0	0	Rufus Wainwright	149540.0
/artists/706906-nobunny	0	0	0	0	0	0	0	0	0	0	Nobunny	7092.0
/artists/149066-david-guetta	0	0	0	1	0	0	0	0	0	0	David Guetta	891423.0
/artists/3231926-grouplove	0	0	0	0	0	0	0	0	0	1	Grouplove	276094.0
/artists/33960-darker-my-love	0	0	0	0	0	0	0	0	0	0	Darker My Love	7842.0
/artists/264989-sander-kleinenberg	0	0	0	0	0	0	0	0	0	0	Sander Kleinenberg	15735.0
/artists/39675-tobacco	0	0	0	0	0	0	0	0	0	0	Tobacco	15995.0
/artists/384131-urge-overkill	0	0	0	0	0	0	0	0	0	0	Urge Overkill	46420.0
/artists/5260988-tnght	0	0	0	0	0	0	0	0	0	0	TNGHT	33240.0
/artists/188715-filter	0	0	0	0	0	0	0	0	0	0	Filter	88996.0
/artists/4409368-bad-suns	0	0	0	1	0	0	0	0	0	0	Bad Suns	36893.0
/artists/3920191-mighty-oaks	0	0	0	0	0	0	0	0	0	0	Mighty Oaks	9057.0
/artists/6174334-sohn	0	0	0	0	0	1	0	0	0	0	SOHN	41259.0
/artists/495502-nurses	0	0	0	0	0	0	0	0	0	0	Nurses	11336.0
/artists/646004-maya-jane-coles	0	0	0	0	0	0	0	0	0	0	Maya Jane Coles	31725.0
/artists/493293-mia	0	0	0	0	0	0	0	0	0	0	M.I.A	458617.0
/artists/173227-deerhoof	0	0	0	0	0	0	0	0	0	0	Deerhoof	43270.0
/artists/1111037-jack-beats	0	0	0	0	0	0	0	0	0	0	Jack Beats	29111.0
/artists/13754-rjd2	0	0	0	0	0	0	0	0	0	0	Rjd2	130015.0
/artists/5113323-father-john-misty	0	0	0	1	1	1	0	1	0	0	Father John Misty	64660.0
/artists/97516-long-winters	0	0	0	0	0	0	0	0	0	0	The Long Winters	13737.0
/artists/6554854-david-byrne-and-st-vincent	0	0	0	0	0	0	0	0	0	0	David Byrne & St Vincent	17196.0
/artists/267703-squeeze	0	0	0	0	0	0	0	0	0	0	Squeeze	76010.0
/artists/127791-cosmic-gate	0	0	0	0	0	0	0	0	0	0	Cosmic Gate	37852.0
/artists/4974-vetiver	0	0	0	0	0	0	0	0	0	0	Vetiver	39801.0
/artists/1089106-sheppard	0	0	0	0	0	0	0	1	0	0	SHEPPARD	39144.0
/artists/3027571-chad-valley	0	0	0	0	0	0	0	0	0	0	Chad Valley	19836.0
/artists/304503-marit-larsen	0	0	0	0	0	0	0	0	0	0	Marit Larsen	10497.0
/artists/67100-built-to-spill	0	0	0	1	0	0	0	0	0	0	Built to Spill	71154.0
/artists/4270006-mord-fustang	0	0	0	0	0	0	0	0	0	0	Mord Fustang	27537.0
/artists/1167496-hardwell	0	0	0	0	0	0	0	0	0	0	Hardwell	147682.0
/artists/274854-black-rebel-motorcycle-club	0	0	0	0	0	0	0	0	0	0	Black Rebel Motorcycle Club	142125.0
/artists/5042448-wild-cub	0	0	0	0	0	0	0	0	0	0	Wild Cub	26087.0
/artists/1035794-cold-cave	0	0	0	0	0	0	0	0	0	0	Cold Cave	28612.0
/artists/466296-moon-taxi	1	0	0	0	0	0	1	1	0	0	Moon Taxi	12969.0
/artists/596214-deep-dark-woods	0	0	0	0	0	0	0	0	0	0	The Deep Dark Woods	7103.0
/artists/490736-bonde-do-role	0	0	0	0	0	0	0	0	0	0	Bonde do Rolê	19205.0
/artists/3668851-niki-and-the-dove	0	0	0	0	0	0	0	0	0	0	Niki & The Dove	43464.0
/artists/378611-bone-thugsnharmony	0	0	0	0	0	0	0	0	0	1	Bone Thugs-n-Harmony	130442.0
/artists/287169-desaparecidos	0	0	0	1	0	0	0	0	0	0	Desaparecidos	17856.0
/artists/517369-egypt-central	0	0	0	0	0	0	0	0	0	0	Egypt Central	16287.0
/artists/127688-verve-pipe	0	0	0	0	0	0	0	0	0	0	The Verve Pipe	63914.0
/artists/20422-cut-copy	0	0	0	0	0	0	0	0	0	0	Cut Copy	209984.0
/artists/3601896-com-truise	0	0	0	0	0	0	0	0	0	0	Com Truise	38885.0
/artists/32445-warlocks	0	0	0	0	0	0	0	0	0	0	The Warlocks	8118.0
/artists/389196-big-audio-dynamite	0	0	0	0	0	0	0	0	0	0	Big Audio Dynamite	26247.0
/artists/335378-two-gallants	0	0	0	0	0	0	0	0	0	0	Two Gallants	23208.0
/artists/3622786-widowspeak	0	0	0	0	0	0	0	0	0	0	Widowspeak	17786.0
/artists/460744-devotchka	0	0	0	0	0	0	0	0	0	0	DeVotchKa	63005.0
/artists/438040-9th-wonder	0	0	0	0	0	0	0	0	0	0	9th Wonder	16490.0
/artists/2391691-fresh-and-onlys	0	0	0	0	0	0	0	0	0	0	The Fresh & Onlys	16380.0
/artists/2070755-12th-planet	0	1	0	0	0	0	0	0	0	0	12th Planet	23361.0
/artists/237354-griswolds	0	0	0	0	0	0	0	0	0	0	The Griswolds	21978.0
/artists/332878-skyzoo	0	0	0	0	0	0	0	0	0	0	Skyzoo	7719.0
/artists/112836-six-organs-of-admittance	0	0	0	0	0	0	0	0	1	0	Six Organs of Admittance	7519.0
/artists/951544-clare-maguire	0	0	0	0	0	0	0	0	0	0	Clare Maguire	23203.0
/artists/70202-mogwai	0	0	0	0	0	0	0	0	0	0	Mogwai	151380.0
/artists/331840-wallflowers	0	0	0	0	0	0	0	0	0	0	The Wallflowers	108874.0
/artists/522000-hole	0	0	0	0	0	0	0	0	0	0	Hole	99607.0
/artists/2496911-rival-sons	0	0	0	0	0	0	0	0	0	0	Rival Sons	28709.0
/artists/1057101-an-horse	0	0	0	0	0	0	0	0	0	0	An Horse	20086.0
/artists/3447511-lord-huron	0	0	0	0	0	0	0	1	0	0	Lord Huron	61107.0
/artists/2428726-bass-drum-of-death	0	0	0	0	0	0	0	0	0	0	Bass Drum of Death	15944.0
/artists/1168877-kerli	0	0	0	0	0	0	0	0	0	0	Kerli	46161.0
/artists/2379743-francis-and-the-lights	0	0	0	0	0	0	0	0	0	0	Francis & the Lights	8125.0
/artists/417487-roots	0	0	0	0	0	0	0	0	0	0	The Roots	258175.0
/artists/2738566-gold-motel	0	0	0	0	0	0	0	0	0	0	Gold Motel	8422.0
/artists/123627-holden	0	0	0	0	0	0	0	0	0	0	Holden	7648.0
/artists/184416-breeders	0	0	0	0	0	0	0	0	0	0	The Breeders	75238.0
/artists/349473-black-lips	0	0	0	0	0	0	0	0	0	0	Black Lips	104240.0
/artists/570730-cave-singers	0	0	0	0	0	0	0	0	0	0	The Cave Singers	43868.0
/artists/2083334-ed-sheeran	0	0	0	0	0	0	0	0	0	0	Ed Sheeran	703269.0
/artists/1497718-telekinesis	0	0	0	0	0	0	0	0	0	0	Telekinesis	50759.0
/artists/6567113-grizfolk	0	0	0	0	1	0	0	0	0	0	Grizfolk	8582.0
/artists/31783-ryan-bingham	0	0	0	0	0	0	0	0	0	0	Ryan Bingham	37290.0
/artists/510039-scala-and-kolacny-brothers	0	0	0	0	0	0	0	0	0	0	Scala & Kolacny Brothers	15399.0
/artists/1480897-spector	0	0	0	0	0	0	0	0	0	0	Spector	15469.0
/artists/4955798-wake-owl	0	0	0	0	0	0	0	0	0	0	Wake Owl	15236.0
/artists/920642-white-arrows	0	0	0	0	0	0	0	0	0	0	White Arrows	13230.0
/artists/3216791-capital-cities	0	0	0	0	0	0	0	0	0	0	Capital Cities	200397.0
/artists/1395720-glasser	0	0	0	0	0	0	0	0	0	0	Glasser	44552.0
/artists/160258-jamie-jones	0	1	0	0	0	0	0	0	0	0	Jamie Jones	17271.0
/artists/3041551-john-talabot	0	0	0	1	0	0	0	0	0	0	John Talabot	31887.0
/artists/2375914-mimicking-birds	0	0	0	0	0	0	0	0	0	0	Mimicking Birds	8319.0
/artists/23254-juicy-j	0	0	0	0	0	0	0	0	0	1	Juicy J	178114.0
/artists/87034-angus-and-julia-stone	0	0	0	1	0	0	1	0	0	0	Angus & Julia Stone	223991.0
/artists/4971388-xxyyxx	0	0	0	0	0	0	0	0	0	0	XXYYXX	43015.0
/artists/267381-jenny-owen-youngs	0	0	0	0	0	0	0	0	0	0	Jenny Owen Youngs	16357.0
/artists/1725975-zeds-dead	0	1	0	0	0	0	0	0	0	0	Zeds Dead	88740.0
/artists/579126-trash-talk	0	0	0	0	0	0	0	0	0	0	Trash Talk	11215.0
/artists/214430-yngwie-malmsteen	0	0	0	0	0	0	0	0	0	0	Yngwie Malmsteen	22568.0
/artists/1133168-riva-starr	0	0	0	0	0	0	0	0	0	0	Riva Starr	15479.0
/artists/4111601-dan-croll	0	0	0	0	0	0	0	0	0	0	Dan Croll	39816.0
/artists/87233-steely-dan	0	0	0	1	0	0	0	0	0	0	Steely Dan	122399.0
/artists/583314-saving-abel	0	0	0	0	0	0	0	0	0	0	Saving Abel	81815.0
/artists/349047-kooks	0	0	0	0	0	0	0	0	0	0	The Kooks	453277.0
/artists/2393089-major-lazer	0	0	0	0	1	0	0	0	0	0	Major Lazer	281286.0
/artists/413460-young-fathers	0	0	0	0	1	0	0	0	0	0	Young Fathers	15631.0
/artists/569942-brazos	0	0	0	0	0	0	0	0	0	0	Brazos	10217.0
/artists/156311-seether	0	0	0	0	0	0	0	0	0	1	Seether	225845.0
/artists/2250351-kill-the-noise	0	0	0	0	0	0	0	0	0	0	Kill The Noise	54372.0
/artists/2307306-rusko	0	0	0	0	0	0	0	0	0	0	Rusko	147176.0
/artists/807990-sam-smith	0	0	0	0	0	0	0	0	0	0	Sam Smith	298247.0
/artists/1988559-russian-red	0	0	0	0	0	0	0	0	0	0	Russian Red	19876.0
/artists/896691-bobby-long	0	0	0	0	0	0	0	0	0	0	Bobby Long	7529.0
/artists/1487316-dan-black	0	0	0	0	0	0	0	0	0	0	Dan Black	53507.0
/artists/2479031-afrojack	0	0	0	0	0	0	0	0	0	0	Afrojack	256608.0
/artists/590176-those-dancing-days	0	0	0	0	0	0	0	0	0	0	Those Dancing Days	16575.0
/artists/396198-stars	0	0	0	0	0	0	0	0	0	0	Stars	144166.0
/artists/7406-patrick-sweany	0	0	0	0	0	0	0	0	0	0	Patrick Sweany	7772.0
/artists/3966641-painted-palms	0	0	0	0	0	0	0	0	0	0	Painted Palms	7995.0
/artists/3600846-fidlar	0	0	0	0	0	0	0	0	0	0	FIDLAR	32446.0
/artists/405285-national	0	0	0	0	0	0	0	0	0	0	The National	367034.0
/artists/525345-stevie-wonder	0	0	0	0	0	0	0	0	0	0	Stevie Wonder	448516.0
/artists/2737256-michael-kiwanuka	0	0	0	0	0	0	0	0	0	0	Michael Kiwanuka	81453.0
/artists/217917-meshuggah	0	0	0	0	0	0	0	0	0	0	Meshuggah	41080.0
/artists/6002544-rhye	0	0	0	0	0	0	0	0	0	0	Rhye	62873.0
/artists/2493171-ramona-falls	0	0	0	0	0	0	0	0	0	0	Ramona Falls	9329.0
/artists/6699424-kaytranada	0	0	0	1	0	0	1	0	0	0	Kaytranada	19294.0
/artists/308713-old-97s	0	0	0	0	0	0	0	0	0	0	Old 97's	34028.0
/artists/883840-cfcf	0	0	0	0	0	0	0	0	0	0	CFCF	15531.0
/artists/130447-caribou	1	0	0	1	0	0	0	0	1	0	Caribou	179707.0
/artists/390739-concretes	0	0	0	0	0	0	0	0	0	0	The Concretes	19048.0
/artists/716869-outasight	0	0	0	0	0	0	0	0	0	0	Outasight	70935.0
/artists/392901-marco-carola	0	0	0	0	0	0	0	0	0	0	Marco Carola	9540.0
/artists/242571-tiga	0	0	0	0	0	0	0	0	0	0	Tiga	49432.0
/artists/79497-sven-vath	0	0	0	0	0	0	0	0	0	0	Sven Vath	9657.0
/artists/340458-invisible	0	0	0	0	0	0	0	0	0	0	The Invisible	13131.0
/artists/2520236-monsters-of-folk	0	0	0	0	0	0	0	0	0	0	Monsters of Folk	47076.0
/artists/3792011-destroy-rebuild-until-god-shows	0	0	0	0	0	0	0	0	0	0	Destroy Rebuild Until God Shows	22158.0
/artists/947846-johnny-marr	0	0	0	0	0	0	0	0	0	0	Johnny Marr	17881.0
/artists/428630-plump-djs	0	0	0	0	0	0	0	0	0	0	Plump DJs	13737.0
/artists/500455-scissor-sisters	0	0	0	0	0	0	0	0	0	0	Scissor Sisters	201967.0
/artists/4062326-mowglis	0	0	0	0	1	0	0	0	0	0	The Mowgli's	56490.0
/artists/1974064-deniz-koyu	0	0	0	0	0	0	0	0	0	0	Deniz Koyu	28104.0
/artists/538804-sharks	0	0	0	0	0	0	0	0	0	0	Sharks	14213.0
/artists/226762-tom-petty-and-the-heartbreakers	0	0	0	0	0	0	0	0	0	0	Tom Petty And The Heartbreakers	243421.0
/artists/2338111-black-joe-lewis-and-the-honeybears	0	0	0	0	0	0	0	0	0	0	Black Joe Lewis & The Honeybears	21965.0
/artists/139529-cass-mccombs	0	0	0	0	0	0	0	0	0	0	Cass McCombs	46627.0
/artists/2485031-am	0	0	0	0	0	0	0	0	0	0	AM	7827.0
/artists/297319-dj-snake	0	0	0	1	0	0	0	0	0	0	DJ Snake	72872.0
/artists/1647602-labrinth	0	0	0	0	0	0	1	0	0	0	Labrinth	160380.0
/artists/247726-gwar	0	0	0	0	0	0	0	0	0	0	Gwar	17946.0
/artists/145102-goo-goo-dolls	0	0	0	0	0	0	0	0	0	0	The Goo Goo Dolls	393790.0
/artists/126896-panda-bear	0	0	0	1	0	0	0	0	0	0	Panda Bear	99560.0
/artists/488285-public-enemy	0	0	0	0	0	0	0	0	0	0	Public Enemy	150878.0
/artists/1535267-bleachers	1	0	0	0	0	0	0	0	0	0	Bleachers	41814.0
/artists/388695-dengue-fever	0	0	0	0	0	0	0	0	0	0	Dengue Fever	15298.0
/artists/8269513-alina-baraz	0	0	0	0	0	0	0	1	0	0	Alina Baraz	12950.0
/artists/931223-big-gigantic	0	0	0	0	0	0	1	0	0	1	Big Gigantic	41634.0
/artists/795201-brandon-flowers	0	0	0	0	0	0	0	1	0	0	Brandon Flowers	100727.0
/artists/3386896-little-scream	0	0	0	0	0	0	0	0	0	0	Little Scream	7166.0
/artists/263226-jimmy-cliff	0	0	0	0	0	0	0	0	0	0	Jimmy Cliff	88536.0
/artists/7092584-ghost-loft	0	0	0	0	0	0	0	0	0	0	Ghost Loft	14062.0
/artists/709564-marina-and-the-diamonds	0	0	0	1	0	0	1	0	0	0	Marina and the Diamonds	222366.0
/artists/276130-acdc	0	0	0	1	0	0	0	0	0	0	AC/DC	552031.0
/artists/3103366-kele	0	0	0	1	0	0	0	0	0	0	Kele	47466.0
/artists/524535-roger-sanchez	0	0	0	0	0	0	0	0	0	0	Roger Sanchez	49506.0
/artists/2249111-theophilus-london	0	0	0	0	0	0	0	0	0	0	Theophilus London	91676.0
/artists/282481-markus-schulz	0	0	0	0	0	0	0	0	0	0	Markus Schulz	39872.0
/artists/219937-benny-benassi	0	0	0	0	0	0	0	0	0	0	Benny Benassi	255496.0
/artists/587074-lanterns-on-the-lake	0	0	0	0	0	0	0	0	0	0	Lanterns on the Lake	10259.0
/artists/453610-cold-war-kids	0	0	0	0	1	0	0	0	0	0	Cold War Kids	283214.0
/artists/256752-laidback-luke	0	0	0	0	0	0	0	0	0	0	Laidback Luke	78869.0
/artists/2560021-oliver	0	0	0	0	0	0	0	0	0	0	OLIVER	23334.0
/artists/567465-she-keeps-bees	0	0	0	0	0	0	0	0	0	0	She Keeps Bees	7727.0
/artists/408780-devendra-banhart	0	0	0	0	0	0	0	0	0	0	Devendra Banhart	127722.0
/artists/389114-third-eye-blind	0	0	0	0	0	0	0	0	0	1	Third Eye Blind	248708.0
/artists/5335538-palma-violets	0	0	0	0	0	0	0	0	0	0	Palma Violets	32447.0
/artists/80124-jovanotti	0	0	0	0	0	0	0	0	0	0	Jovanotti	32598.0
/artists/348524-heavy	0	0	0	0	0	0	0	0	0	0	The Heavy	93032.0
/artists/118548-lp	0	0	0	0	0	0	0	0	0	0	L.P.	26185.0
/artists/1893734-sharon-van-etten	0	0	0	0	0	1	1	0	0	0	Sharon Van Etten	77110.0
/artists/823245-marcus-foster	0	0	0	0	0	0	0	0	0	0	Marcus Foster	8993.0
/artists/1209137-owl-eyes	0	0	0	0	0	0	0	0	0	0	Owl Eyes	16089.0
/artists/466630-8ball-and-mjg	0	0	0	0	0	0	0	0	0	0	8ball & MJG	15097.0
/artists/437828-black-milk	0	0	1	0	0	0	0	0	0	0	Black Milk	20416.0
/artists/512389-fishbone	0	0	0	0	0	0	0	0	0	0	Fishbone	20724.0
/artists/480107-ben-sollee	0	0	0	0	0	0	0	0	0	0	Ben Sollee	16904.0
